COMPANY 1	COMPANY 2	STREET	BUILDING	STREET2	POSTAL CODE	CITY DISTRICT	CITY	COUNTRY	CONTINENT	TELEPHONE 1	EMAIL 1	URL 1	ROOMS	STARS	GEO LATITUDE	GEO LONGITUDE
Apartments	Haus Brugman	St. Peter im Tal	19/A		39040	St. Peter im Tal	Lajen	Italy	Europe	+39-0471-797412	info@brugman.it	www.brugman.it	4	3	46.592427184623574	11.621123850345612
Hotel	Hubertushof	St.-Helena-Straße	32		39040	Natz - Raas	Natz-Schabs	Italy	Europe	+39-0472-412003	hotel@hubertushof.it	www.hubertushof.it	30	3	46.751064795860124	11.658948361873627
Pension	Ridnauntal	Stange	14		39040	Stange	Ratschings	Italy	Europe	+39-0472-756670	info@pension-ridnauntal.com	www.pension-ridnauntal.com	11	2	46.88266906760185	11.37768080185242
Gasthof	Stern	Teiser Straße	13		39040	Teis	Villnöß	Italy	Europe	+39-0472-844555	info@gasthof-stern.com	www.gasthof-stern.com	17	3	46.652334181944845	11.620281636714935
Apartment	Sassun	Tschöferer Weg	12 A		39040	Tschöfas	Lajen	Italy	Europe	+39-0471-786191	info@sassun.bz.it	www.gravina.bz.it	1		46.60889919107312	11.58008337020874
Hotel	Klammwirt	Untrum	13	Via Statale 12	39040		Feldthurns	Italy	Europe	+39-0472-847566	info@klammwirt.it	www.klammwirt.it	12	3	46.65922877982481	11.605773568153381
Urlaubsbauernhof	Jaiterhof	Valentinweg	28		39040	St. Valentin	Villnöß	Italy	Europe	+39-0472-840045	info@jaiterhof.com	www.jaiterhof.com	4		46.639975914079486	11.66653871510789
Nature Family Resort	Feuerstein	Pflersch	185		39041	Gossensaß	Brenner	Italy	Europe	+39-0472-770126	info@hotel-feuerstein.it	www.hotel-feuerstein.it	80	5	46.96520814769024	11.338738203048706
Urlaubsbauernhof	Linderhof	Karnol	72		39042	Sankt Andrä	Brixen	Italy	Europe	+39-0472-670554	info@gallorosso.it	www.roterhahn.it	2		46.71053046244731	11.675612926483154
Urlaubsbauernhof - Frühstückspension	Graf-Messnerhof	Laugenstraße	15		39042	Elvas	Brixen	Italy	Europe	+39-0472-835088	info@graf-messnerhof.it	www.graf-messnerhof.it	9	2	46.73239	11.66794
Urlaub auf dem Bio-Bauernhof	Schnagererhof	Mellaun	177		39042	Mellaun	Brixen	Italy	Europe	+39-0472-852100	info@gallorosso.it	www.roterhahn.it	5		46.6892730677694	11.670141220092773
Parkhotel - Residence	Plose	Plancios	390	Afers 42	39042	Afers	Brixen	Italy	Europe	+39-0472-521301	ploseparkhotel@hotmail.it	www.ploseparkhotel.it	36	3	46.67767	11.73924
Hotel	Traube	Runggadgasse	24		39042		Brixen	Italy	Europe	+39-0472-833689	info@traubenwirtgarni.it	www.traubenwirtgarni.it	18	3	46.71284038462438	11.65884643793106
Apartments & Horse Mountain Stable	Oberprantschöllhof	St. Jakob	235		39042	Afers	Brixen	Italy	Europe	+39-348-2680888	info@horsemountainstable.com	www.horsemountainstable.com	2		46.671800863425986	11.66498064994812
Gästezimmer	Haus Lasaun	St. Leonharder Straße	17		39042	Mairdorf	Brixen	Italy	Europe	+39-0472-834841	info@lasaun.com	www.lasaun.com	3	3	46.7064166	11.6814323
Gasthof Restaurant	Haller	Weinbergstraße	68		39042		Brixen	Italy	Europe	+39-0472-834601	info@gasthof-haller.com	www.gasthof-haller.com	9	3	46.72709497736354	11.66048526763916
Hotel	Rierhof	Fragburg	6/7		39043		Klausen	Italy	Europe	+39-0472-847454	info@rierhof.it	www.rierhof.it	40	3S	46.63827572548719	11.561239361635671
Residence & Hotel 	Schmuckhof	Gerbergasse	24	Tinneweg 7	39043		Klausen	Italy	Europe	+39-0472-747642	info@schmuckhof.it	www.schmuckhof.it	15	3	46.64028815855138	11.564494371414185
Apartments	Riffesser	Gufidaun	62		39043		Klausen	Italy	Europe				4		46.649060500096674	11.600350141508443
Gasthof	Gnollhof	Gufidaun	81		39043	Gufidaun	Klausen	Italy	Europe	+39-0472-847323	info@gnollhof.it	www.gnollhof.it	48	4	46.63793830054299	11.616995930671692
Apartments	Schönblick	Gufidaun	84		39043		Klausen	Italy	Europe				2		46.64625350342701	11.59762367606163
Hotel	Sylvanerhof	Leitach	34		39043		Klausen	Italy	Europe	+39-0472-847557	info@sylvanerhof.com	www.sylvanerhof.com	24	3	46.64676	11.57738
Gasthof	Walther von der Vogelweide	Oberstadt	66		39043		Klausen	Italy	Europe	+39-0472-847369	info@vogelweide.it	www.vogelweide.it	10	3	46.64124888225627	11.567534476562287
Residence	Laitacherhof	St. Josef	6		39043		Klausen	Italy	Europe	+39-0472-847286	info@laitacherhof.it	www.laitacherhof.it	18	3	46.64580145294244	11.572449803352356
Gasthof	Klostersepp	St. Josef	30		39043		Klausen	Italy	Europe	+39-0472-847550	info@klostersepp.com	www.klostersepp.com	35	3	46.64536320894785	11.57359778881073
Parkhotel	Post	Thinneplatz	3		39043		Klausen	Italy	Europe	+39-0472-847514	info@parkhotel-post.it	www.parkhotel-post.it	54	3S	46.63912871163116	11.565350532400771
Pension-Restaurant-Pizzeria	St. Valentin	Verdings	27		39043		Klausen	Italy	Europe	+39-0472-857099	info@stvalentin.net	www.stvalentin.net	6		46.655121583175585	11.571264266967773
Bed & Breakfast	Vaja	Mühlbachweg	1		39044		Neumarkt	Italy	Europe	+39-377-2383756	vajafederico@alice.it		6		46.32304542380942	11.278031766414642
Gasthof	Zur Post	Rathausring	29		39044		Neumarkt	Italy	Europe	+39-0471-813141	info@gasthofzurpost.it	www.gasthofzurpost.it	10	3	46.3130010728258	11.27281609325405
Pension	Dolomiten	Staatstrasse	19	Via Statale 12	39044	Laag	Neumarkt	Italy	Europe	+39-0471-817130	info@pensiondolomiten.it	www.pensiondolomiten.it	9	2	46.277282253994656	11.239039549615427
Gasthaus	Andreas Hofer	Straße der Alten Gründungen	21-23		39044		Neumarkt	Italy	Europe	+39-0471-812653	info@hotelandreashofer.com	www.hotelandreashofer.com	32	3	46.31283082799806	11.26996099948883
Gästehaus	Villnerhof Dependance	Villner Straße	15		39044	Weiler Vill	Neumarkt	Italy	Europe	+39-0471-812039	info@villnerhof.com	www.villnerhof.com	10	2	46.32350664728424	11.280252635478973
Hotel	Villnerhof	Villner Straße	30c		39044	Weiler Vill	Neumarkt	Italy	Europe	+39-0471-812039	info@villnerhof.com	www.villnerhof.com	22	2	46.32659804079861	11.281287968158722
Hotel	Sachsenklemme	Sackweg	1		39045	Grasstein	Franzensfeste	Italy	Europe	+39-0472-837837	info@sachsenklemme.it	www.sachsenklemme.it	27	3	46.81491361880732	11.544096171855927
Hotel	Arnaria	Arnaria Straße	15		39046	Passua	St. Ulrich in Gröden	Italy	Europe	+39-0471-796649	info@arnaria.com	www.arnaria.com	22	4	46.5733199884939	11.64953005307325
Hotel garni	Fortuna	Bahnhofstraße	11		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-797978	info@hotel-fortuna.it	www.hotel-fortuna.com	15	3	46.57588785749978	11.667223801303749
Hotel & Traditional Restaurant	Mesavia	Bulla Str.	14		39046	Fraktion Pufels	St. Ulrich in Gröden	Italy	Europe	+39-0471-796299	info@mesavia.com	www.mesavia.com	20	3	46.56532	11.63618
Apartments	Alpes	Cademia-Straße	2		39046		St. Ulrich in Gröden	Italy	Europe	+39-333-7177533	info@alpes.bz	www.alpes.bz	2	3	46.571167839540244	11.679437756538391
Residence	La Planta	Cademia-Straße	10		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796524	info@laplanta.it	www.laplanta.it	9	2	46.57065892275022	11.680178046226501
Residence	Granvara	Cuca-Straße	22		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-797270	info@granvara.it	www.granvara.it	10	3	46.57818376646273	11.674791097902926
Apartment	Messner	Cuca-Straße	70/a		39046		St. Ulrich in Gröden	Italy	Europe				1		46.57887845090273	11.677587032318115
Hotel	Luna Mondschein 1878	Johann Baptist Purger-Straße	81		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796214	info@hotel-luna.com	www.hotel-luna.com	42	4S	46.57449780763782	11.664771437644958
Garni	Mirabel	Josef-Skasa-Straße	5		39046	Coi	St. Ulrich in Gröden	Italy	Europe	+39-0471-797037	info@mirabel.it	www.mirabel.it	23	3S	46.56479349652079	11.695535302096687
Wellness Resort	Alpin Garden	Josef-Skasa-Straße	68		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796021	info@alpingarden.com	www.alpingarden.com	28	5	46.568540228706695	11.687092781066895
Residence	Ciastel	Minertstraße	2		39046	Überwasser	St. Ulrich in Gröden	Italy	Europe	+39-0471-798288	info@residence-ciastel.com	www.residence-ciastel.com	9	4	46.5641115	11.689596
Garni	Planlim	Muredastraße	29		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-797150	info@planlim.com	www.planlim.com	13	2	46.57679	11.66829
Apartment	Manuel	Muredastraße	36		39046		St. Ulrich in Gröden	Italy	Europe				1		46.57739546465943	11.663559737434412
Holiday Villa	Villa Vastlé	Muredastraße	42		39046		St. Ulrich in Gröden	Italy	Europe	+39-335-355797	georg.senoner@hotmail.com	www.villa-vastle.com	1		46.57740768517713	11.66350387591865
Ferienwohnungen	Miraurtisei	Muredastraße	120		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796384	info@miraortisei.it	www.miraortisei.it	3	3	46.57789763054932	11.657540202140808
Hotel	Talblick	Muredastraße	174		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796051	info@talblick.com	www.talblick.com	16	3	46.57885	11.65362
Apartments	Markus	Muredastraße	177		39046		St. Ulrich in Gröden	Italy	Europe				5		46.57921755222148	11.653950126914197
Hotel	Villa Emilia	Muredastraße	61/63		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796171	info@hotel-emilia.com	www.hotel-emilia.com	40	3	46.57722137041598	11.665355086261116
Urlaubsbauernhof	Sule-Hof	Nevelstraße	81/83		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-797416	info@gallorosso.it	www.roterhahn.it	4	3	46.57625080260471	11.6594987637543
Garni	Walter	Palmerstraße	1		39046	Überwasser	St. Ulrich in Gröden	Italy	Europe	+39-0471-796801	info@garniwalter.it	www.garniwalter.it	13	3	46.57151080250969	11.673421561717987
Appartements	Margareth	Palmerstraße	10		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796524	info@laplanta.it	www.laplanta.it	3		46.57164	11.67263
Garni	Alara	Passua Straße	6		39046	Runggaditsch	St. Ulrich in Gröden	Italy	Europe	+39-0471-797149	info@garnialara.com	www.garnialara.com	2	2	46.57369	11.64351
Apartments	Alpin Sport	Passua Straße	9		39046	Passua	St. Ulrich in Gröden	Italy	Europe	+39-331-8650746	info@alpin-sport.com	www.alpin-sport.com	4	4	46.57388198177171	11.644387990236282
Apartments	Gravina	Passua Straße	11/1		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-798162	info@gravina.bz.it	www.gravina.bz.it	2		46.57394098335523	11.64500892162323
B&B and Apartments	Annabel	Paul Grohmann-Straße	29		39046		St. Ulrich in Gröden	Italy	Europe	+39-333-9434171			6		46.573260765097714	11.680584132082004
Pension	Villa Luise	Paul Grohmann-Straße	43		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796498	info@villaluise.com	www.villaluise.com	13	3	46.57356484716069	11.681653261184692
Hotel-Pension	Sonnalp	Paul Grohmann-Straße	111		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796712	info@hotel-pension-sonnalp.eu	www.pensionsonnalp.com	13	3	46.57106374795462	11.68297024715207
Residence	Sisi	Petlin-Straße	29		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-797921	info@residencesisi.com	www.residencesisi.com	5	2	46.5751142	11.6688552
Hotel	Piciuel	Pineistraße	3		39046	Runggaditsch	St. Ulrich in Gröden	Italy	Europe	+39-0471-797351	info@piciuel.com	www.piciuel.com	17	3	46.56995454453195	11.640701293945312
Apartments	Stroblhof	Pineistraße	7		39046		St. Ulrich in Gröden	Italy	Europe	+39-333-2247422	info@stroblhof.net	www.stroblhof.net	4	3	46.57381888548933	11.633275253967327
Residence	Chalet Alpina	Pineistraße	17		39046		St. Ulrich in Gröden	Italy	Europe	+39-339-6302128	info@chaletalpina.info	www.chaletalpina.info	5	3	46.57327721183994	11.635087430477142
Hotel	Scherlin	Pineistraße	42		39046	Runggaditsch	St. Ulrich in Gröden	Italy	Europe	+39-0471-700043	info@hotelscherlin.com	www.hotelscherlin.com	30	3	46.577152785195636	11.624994277954102
Apartments	Cesa Vedla	Pufels	7		39046	Fraktion Pufels	St. Ulrich in Gröden	Italy	Europe				2		46.560903761382136	11.634575128555298
Sporthotel	Platz	Pufels	12		39046	Fraktion Pufels	St. Ulrich in Gröden	Italy	Europe	+39-0471-796935	info@sporthotelplatz.com	www.sporthotelplatz.com	24	3	46.56447409579938	11.636173725128174
Apartment	Chalet Platz	Pufels	12		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796935	info@hotelplatz.it	www.hotelplatz.it	1		46.56486025394005	11.635337410261855
Residence	Rumanon	Pufels	15		39046	Fraktion Pufels	St. Ulrich in Gröden	Italy	Europe	+39-0471-796150	info@rumanon.com	www.rumanon.com	5	3	46.56478390712822	11.634296178817749
Garni - Apartment - Bed & Breakfast	Irma	Raschötzer Straße	19		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796034	info@garni-irma.com	www.garni-irma.com	11	2	46.57801	11.67063
Art Chalets	Marmolada	Raschötzer Straße	71		39046		St. Ulrich in Gröden	Italy	Europe	+39-393-9323927	info@apartments-marmolada.com	www.apartments-marmolada.com	3	3	46.57886809158517	11.667158734063491
Hotel	Am Stetteneck	Rezia Straße	14		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796563	info@stetteneck.com	www.stetteneck.com	25	3	46.57455496477375	11.670913696289062
Residence	Villa Aquila-Adler	Rezia Straße	21		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-797033	info@villa-aquila.com	www.villa-aquila.com	12	3	46.57426917849175	11.67222797870636
Appartements	Tlusel	Rezia Straße	60		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796341	info@tlusel.com	www.tlusel.com	4		46.573902924545656	11.67254377353379
Garni	Villa Demetz	Rezia Straße	88		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796381	moni-demetz@hotmail.it		9	1	46.5738954	11.6730936
Hotel	Snaltnerhof	Rezia Straße	142	Antoniusplatz	39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796209	info@snaltnerhof.it	www.snaltnerhof.it	22	3	46.57317395776293	11.673947274684906
Ferienwohnungen	Casa Roder	Rezia Straße	142	Antoniusplatz	39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796209	info@snaltnerhof.it	www.snaltnerhof.it	3		46.57317395776293	11.673947274684906
Hotel garni	Villa Park	Rezia Straße	222		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796911	info@hotelvillapark.com	www.hotelvillapark.com	22	3S	46.57201971130637	11.676168143749237
Apartments	Rezia	Rezia Straße	229		39046		St. Ulrich in Gröden	Italy	Europe				2		46.572481	11.676202900000021
Hotel	Dolomiti Madonna	Rezia Straße	267		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796207	info@hotel-madonna.com	www.hotel-madonna.com	40	3S	46.572045525393435	11.677039861679077
Apartments	Academia - Haus Academia	Rezia Straße	280		39046		St. Ulrich in Gröden	Italy	Europe	+39-333-7168804	sandra@otco.it	www.appartamentistagionali.it	4		46.57193231210303	11.680325031247776
Apartment	Romy (Haus Dorigo)	Rezia Straße	288		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-797289	info@myromy.com	www.myromy.com	1		46.57153384552361	11.680267785178557
Chalet Hotel	Hartmann	Rezia Straße	308		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796270	hartmann@hartmann-hotels.com	www.hartmann-hotels.com	16	3	46.568361362148835	11.68619155883789
Appartment	Cesa Sneton	Romstraße	2		39046		St. Ulrich in Gröden	Italy	Europe				1		46.57609448432711	11.671561498997107
Apartments	Karl Senoner	Rumanon Straße	21		39046		St. Ulrich in Gröden	Italy	Europe				2		46.57536271909355	11.663511865081773
Gasthof	Stua Catores	Sacun Straße	49		39046	St. Jakob	St. Ulrich in Gröden	Italy	Europe	+39-0471-796682	info@stuacatores.com	www.stuacatores.com	11	3S	46.57474	11.68085
Hotel	Ansitz Jakoberhof	Sacun Straße	107		39046	St. Jakob	St. Ulrich in Gröden	Italy	Europe	+39-0471-796344	hotel@jakoberhof.com	www.jakoberhof.com	20	4	46.57085437686486	11.690998077392578
Residence	Gran Tublà	Scurcià Straße	35		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796771	info@grantubla.com	www.grantubla.com	17	3	46.57821105251592	11.666962802410126
Residence	Alpinflair	Scurcià Straße	69		39046		St. Ulrich in Gröden	Italy	Europe				5	4	46.57848	11.66239
Hotel & Apartments	Cosmea	Setil Straße	1		39046	Überwasser	St. Ulrich in Gröden	Italy	Europe	+39-0471-796464	info@hotelcosmea.it	www.hotelcosmea.it	22	3S	46.5731863	11.6718745
Hotel	Sureghes	Setil Straße	5		39046	Überwasser	St. Ulrich in Gröden	Italy	Europe	+39-0471-796256		www.sureghes.com	11	3	46.57301907627884	11.672549843788147
Apartments	Costa	Sneton Straße	56		39046	St. Peter	St. Ulrich in Gröden	Italy	Europe	+39-0471-797225	info@apartmentscosta.com	www.apartmentscosta.com	4	2	46.57743671260151	11.671873927116394
Garni	Rumanc	Sneton Straße	63		39046	St. Peter	St. Ulrich in Gröden	Italy	Europe	+39-0471-796553	info@rumanc.com	www.rumanc.com	8	2	46.5777108	11.6722425
Pension	Müllerhof	St. Peter im Tal	19		39046	St. Peter	St. Ulrich in Gröden	Italy	Europe	+39-0471-797341	info@muellerhof.com	www.muellerhof.com	9	2	46.59275	11.62012
Hotel	Ronce	Straße Ronc	1		39046	Überwasser	St. Ulrich in Gröden	Italy	Europe	+39-0471-796383	info@hotelronce.com	www.hotelronce.com	25	3	46.56996929600202	11.66821002960205
Apartments	Villa Hubertus	Stufan Straße	21		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796874			4		46.575036188593835	11.674341559410095
Apartments	Walter	Stufan Straße	25		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-797059	info@apartmentswalter.it	www.apartmentswalter.it	5		46.575036188593835	11.674341559410095
Apartmenthaus	Arjentel	Stufan Straße	27		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-797059	m.runggaldier@alice.it	www.apartmentswalter.it	2		46.57491	11.67541
Residence	Albierch	Tavellastraße	16		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-797270	info@granvara.it	www.granvara.it	8	2	46.576570176253085	11.666525602340698
Residence	Coltavela	Tavellastraße	28		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796117	info@residence-coltavela.com	www.residence-coltavela.com	6	3	46.57637012355992	11.666595447221425
ParcHotel	Gardena Grödnerhof	Vidalongstraße	3		39046	Überwasser	St. Ulrich in Gröden	Italy	Europe	+39-0471-796315	email@relaischateaux.com	www.relaischateaux.com	51	5	46.572373732000685	11.673306226730347
Garni	Panoramik	Vidalongstraße	9		39046	Überwasser	St. Ulrich in Gröden	Italy	Europe	+39-0471-796495	info@panoramik.it	www.panoramik.it	10	2	46.571591933217526	11.672265529632568
Residence	Gardenachalets	Vidalongstraße	3/3		39046		St. Ulrich in Gröden	Italy	Europe	+39-0471-796315	info@gardenachalets.it	www.gardenachalets.it	10	4	46.5723345717993	11.673485246696487
Hotel	Diamant	Josef-Skasa-Straße	1		39047		St. Christina in Gröden	Italy	Europe	+39-0471-796780	info@hoteldiamant.it	www.hoteldiamant.it	40	4	46.564411395672316	11.697735786437988
Hotel	Smart Saslong	Paluastraße	40		39047	Soplases	St. Christina in Gröden	Italy	Europe	+39-0471-774444	info@hartmann-hotels.com	www.hartmann-hotels.com	50	2	46.56077097581847	11.708132028579712
Hotel	Zum Engel	Deutschhausstraße	20		39049		Sterzing	Italy	Europe	+39-0472-765132	hotel@zum-engel.it	www.zum-engel.it	30	4	46.89019124720599	11.430485844612122
Urlaubsbauernhof	Unterkofler	Afingerweg	22		39050		Jenesien	Italy	Europe	+39-0471-354267	info@unterkoflerhof.com	www.unterkoflerhof.com	1		46.5461232252123	11.36094868172222
Garni	Birnbamerhof	Birnbaum	2b		39050		Jenesien	Italy	Europe	+39-0471-354252	info@birnbamerhof.com	www.birnbamerhof.com	9	2	46.5355183	11.3289762
Camping & Apartments	Seiser Alm	Dolomitenweg	10		39050	St. Konstantin	Völs am Schlern	Italy	Europe	+39-0471-706459	info@camping-seiseralm.com	www.camping-seiseralm.com	16		46.53314311986047	11.533390852050843
Hotel garni	Villa Gottfried	Dorf	17		39050	Eggen	Deutschnofen	Italy	Europe	+39-0471-615719	info@villagottfried.it	www.villagottfried.it	10	2	46.411351502899215	11.506805419921875
Hotel	Peter	Dorf	24		39050	Petersberg	Deutschnofen	Italy	Europe	+39-0471-615143	info@hotel-peter.it	www.hotel-peter.it	43	4	46.397065493235495	11.3887158036232
Garni	Sonnegg	Dorf	43		39050	Petersberg	Deutschnofen	Italy	Europe	+39-0471-615245	info@garnisonneg.it	www.garnisonnegg.it	7	2	46.395033737976256	11.386416357147255
Gasthof	Jenesien	Dorfstraße	33		39050		Jenesien	Italy	Europe	+39-0471-354138	info@gasthof-jenesien.it	www.gasthof-jenesien.it	8	2	46.53434422236202	11.33266031742096
Gasthof	Zur Sonne	Eggenbach	7		39050	Eggental	Karneid	Italy	Europe	+39-0471-365218	info@zur-sonne.it	www.zur-sonne.it	19	3	46.45825	11.42446
Hotel	Weingarten	Feldweg	2		39050	Sankt Pauls	Eppan an der Weinstraße	Italy	Europe	+39-0471-662299	info@hotel-weingarten.info	www.hotel-weingarten.info	40	4	46.47477026933646	11.260758340358734
Bed & Breakfast Residence	Hubertus	Kartatscher Weg	10		39050		Völs am Schlern	Italy	Europe	+39-0471-725086	info@hotel-garni-hubertus.com	www.hotel-garni-hubertus.com	18	3	46.5183459	11.4993768
Hotel	Turm	Kirchplatz	9		39050	Untervöls	Völs am Schlern	Italy	Europe	+39-0471-725014	info@romantikhotels.com	www.romantikhotels.com	40	4	46.51736035398042	11.502497792243958
Urlaubsbauernhof	Roanerhof	Loambauern	1		39050		Jenesien	Italy	Europe						46.527788785805356	11.326555609703064
Hotel garni	Luziafeld-Hof	Luziafeldweg	6		39050	Sankt Pauls	Eppan an der Weinstraße	Italy	Europe	+39-0471-663216	info@luziafeldhof.it	www.luziafeldhof.it	19	3	46.46802	11.26289
Hotel	Obereggen	Obereggen	18		39050	St. Nikolaus/Eggen - Obereggen	Deutschnofen	Italy	Europe	+39-0471-615722	info@hotel-obereggen.it	www.hotel-obereggen.it	40	3S	46.38364241033564	11.526471376419067
Bio-Bauernhof & Reiterhof	Ortnerhof	Obereggen	18		39050	Eggen	Deutschnofen	Italy	Europe	+39-0471-615700	info@hotel-obereggen.it	www.hotel-obereggen.it	6	3S	46.38616	11.52303
Hotel	Mayr	Obereggen	22		39050	Obereggen	Deutschnofen	Italy	Europe	+39-0471-615750	info@hotel-mayr-obereggen.com	www.pensionmayr.com	20	2	46.384818421747894	11.52613878250122
Hotel	Cristal	Obereggen	31		39050	Fraktion St. Nikolaus/Eggen - Obereggen	Deutschnofen	Italy	Europe	+39-0471-615511	info@hotelcristal.com	www.hotelcristal.com	56	4	46.388592736722714	11.513586044311523
Gasthof	Plattner	Oberglaning	30/A		39050		Jenesien	Italy	Europe	+39-0471-354381	gasthof.plattner@gmail.com		2	2	46.5221743	11.2988881
Urlaub auf dem Bauernhof	Thalerhof	Rappenegg	8		39050	Eggen	Deutschnofen	Italy	Europe	+39-0471-615807		www.roterhahn.it	2		46.418295623113806	11.495618641201872
Residence	Clara	Santnerweg	21		39050	St. Konstantin	Völs am Schlern	Italy	Europe	+39-0471-706463	info@residenceclara.com	www.residenceclara.com	2	2	46.5390942	11.5263839
Urlaub auf dem Bauernhof	Merlhof	Schlernstrasse	9		39050		Völs am Schlern	Italy	Europe	+39-0471-725552	info@merlhof.it	www.merlhof.it	9		46.51822820520628	11.505152106219612
Apartments	Schlernheim	Schlernstraße	10		39050		Völs am Schlern	Italy	Europe	+39-0471-725575	info@schlernheim.com	www.schlernheim.com	2		46.51733917953218	11.50597594232795
Gartenhotel	Völser Hof	Schloßweg	1		39050		Völs am Schlern	Italy	Europe	+39-0471-725421	info@voelserhof.it	www.voelserhof.it	29	4	46.51706356121477	11.500698029994965
Hotel	Pfösl	Schwarzenbach	2		39050		Deutschnofen	Italy	Europe	+39-0471-616537	info@pfoesl.it	www.pfoesl.it	39	4	46.40725769701058	11.444232702124282
Hotel	König Laurin	Simml	5		39050		Jenesien	Italy	Europe	+39-0471-354157	info@hotel-koeniglaurin.com	www.hotel-koeniglaurin.com	18	3	46.53795654414302	11.32689893245697
Ferien- & Reiterhof	Wietererhof	Simml	9		39050		Jenesien	Italy	Europe	+39-0471-354066	info@gallorosso.it	www.roterhahn.it	4		46.53799	11.32191
Alpinhotel	Vajolet	St. Georgstraße	42		39050	St. Zyprian	Tiers	Italy	Europe				20	4	46.46694182138929	11.528097987047659
Urlaub auf dem Bauernhof	Mesnerhof	St. Konstantin	19		39050	St. Konstantin	Völs am Schlern	Italy	Europe	+39-340-4823701			3		46.53814547384028	11.525693535804749
Boutique & Wanderhotel	Stefaner	St. Zyprian	65		39050	St. Zyprian	Tiers	Italy	Europe	+39-0471-642175	info@stefaner.com	www.stefaner.com	18	3S	46.47107580913727	11.558150947093964
Urlaub auf dem Bauernhof	Prackfolerhof	Unteraicha	10		39050		Völs am Schlern	Italy	Europe	+39-0471-601532	info@prackfolerhof.it	www.roterhahn.it	3		46.498639671003986	11.465048789978027
Hotel	Unterrain	Unterrainer Straße	29		39050	Unterrain	Eppan an der Weinstraße	Italy	Europe	+39-0471-633396	scherer.sigrid@rolmail.net	www.hotel-unterrain.com	14	3	46.48279931364349	11.26323938369751
Hotel	Waldsee	Weiherstraße	23	Völserweiher 28	39050		Völs am Schlern	Italy	Europe	+39-0471-725041	info@hotel-waldsee.com	www.hotel-waldsee.com	40	3	46.522076336174884	11.521472185413586
Berghotel	Piné	Weißlahn	10		39050	St. Zyprian - Weißlahnbad	Tiers	Italy	Europe	+39-0471-642272	info@pine.it	www.pine.it	28	3	46.47760190328879	11.558770537376404
Dolomitenhotel	Weisslahnbad	Weißlahn	21		39050	St. Zyprian - Weißlahnbad	Tiers	Italy	Europe	+39-0471-642126	info@weisslahnbad.com	www.weisslahnbad.com	37	3	46.47739872506818	11.557955145835876
Alphotel	Panorama	Weißlahn	33		39050	St. Zyprian	Tiers	Italy	Europe	+39-0471-642119	info@alphotel-panorama.com	www.alphotel-panorama.com	17	3	46.47626	11.55583
Landgasthof	Sonnegghof	Altenburger Weg	2		39052	Altenburg	Kaltern an der Weinstraße	Italy	Europe	+39-0471-963520	info@sonnegghof.com	www.sonnegghof.com	13	1	46.37809842627336	11.237400174013601
Urlaubsbauernhof	Föhrenhof	Altenburger Weg	13		39052	St. Anton - Altenburg	Kaltern an der Weinstraße	Italy	Europe	+39-0471-963288	info@foehrenhof.net	www.foehrenhof.net	2	1	46.4044979	11.2358658
Gasthof & Pension	Goldener Stern	Andreas-Hofer-Straße	28		39052		Kaltern an der Weinstraße	Italy	Europe	+39-0471-963153	info@goldener-stern.it	www.goldener-stern.it	31	4	46.41397229468821	11.246077537471137
Pension	Sonnenburg	Bahnhofstraße	26/30		39052		Kaltern an der Weinstraße	Italy	Europe	+39-0471-963225	info@pensionsonnenburg.it	www.pensionsonnenburg.it	18	2	46.4161703	11.2483765
